date,writerName,title,content,tag
20250430,뉴스1,철통 경호 속 출국하는 트럼프 주니어,(인천공항=뉴스1) 이승배 기자 = 도널드 트럼프 미국 대통령의 장남 트럼프 주니어가 30일 오후 인천국제공항을 통해 출국하고 있다.  정용진 신세계그룹 회장의 초청으로 한국을 방문했던 트럼프 주니어는 방한 기간 동안 국내 재계 총수들과 릴레이 면담을 가진 것으로 알려졌다. (공동취재) 2025.4.30/뉴스1,0
20250430,뉴스1,국내 재계 총수 릴레이 면담 마친 트럼프 주니어 출국,(인천공항=뉴스1) 이승배 기자 = 도널드 트럼프 미국 대통령의 장남 트럼프 주니어가 30일 오후 인천국제공항을 통해 출국하고 있다.  정용진 신세계그룹 회장의 초청으로 한국을 방문했던 트럼프 주니어는 방한 기간 동안 국내 재계 총수들과 릴레이 면담을 가진 것으로 알려졌다. (공동취재) 2025.4.30/뉴스1,0
20250430,아이뉴스24,"경주시, 도심상권 살리는 `불금예찬 야시장` 5월 개장","매주 금·토 큐브스팟 일원에서 야간 플리마켓·먹거리 장터 운영 경북 경주시는 오는 5월 2일부터 30일까지 매주 금요일과 토요일, 중심상가 큐브스팟 일원(KB국민은행 동편 골목)에서 `불금예찬 야시장`을 운영한다고 30일 밝혔다.  이번 야시장은 도심 상권 내 야시장 조성을 통해 야간 관광명소로 육성하고, 유동인구 증가와 인접 점포 매출 상승을 통한 도심 경제 활성화를 도모하기 위해 마련됐다.     야시장은 매주 금요일과 토요일 오후 6시부터 11시까지 5주간 총 10회에 걸쳐 열린다.  행사에는 중심상가 상인, 시민, 관광객 등이 함께 참여하며, 먹거리 부스 9개와 플리마켓 부스 10개 등 총 19개 매대가 운영된다.  특히, 매주 다양한 테마 프로그램이 마련돼 방문객들에게 다채로운 볼거리와 즐길거리를 제공한다.  주요 일정은 △1주차(5.2.~5.4.) `캐치! 티니핑×금리단길` 팝업스토어 및 퍼레이드, △2주차(5.9.~5.10.) `중심상가 봄소풍` 보물찾기 및 우드놀이터 운영, △3주차(5.16.~5.17.) `불금예찬 퀴즈쇼`, △4주차(5.23.~5.24.) 매직벌룬 버스킹 및 마술쇼, △5주차(5.30.) 마무리 이벤트로 우수셀러 및 매출왕 시상식이 진행될 예정이다.  경주시 관계자는 ""불금예찬 야시장을 통해 중심상권에 활력을 불어넣고, 경주의 야간 관광 콘텐츠를 더욱 풍성하게 만들 계획""이라며 ""시민과 관광객 여러분의 많은 관심과 참여를 바란다""고 말했다.",0
20250430,조선일보,이틀 간 검찰 조사 받은 명태균 “오세훈 시장 관련 조사 마무리”,"오세훈 서울시장의 ‘여론조사 비용 대납’ 의혹의 참고인 신분으로 전날(29일)에 이어 30일에도 검찰에 출석한 ‘정치 브로커’ 명태균씨가 오 시장 관련 조사는 다 마쳤다는 취지로 주장했다.  서울중앙지검 전담수사팀(팀장 이지형 차장검사)은 이날 서울 서초구 서울고검 청사에서 명 씨를 참고인 신분으로 불러 조사했다.  이날 오전 10시 15분쯤 출석한 명씨는 오후 10시 50분쯤 조사를 마치고 나와 취재진이 “오 시장 (관련) 조사는 다 마무리됐느냐”고 묻자 “네 맞는다”라고 답했다. 명씨는 전날에는 출석한지 약 8시간 만에 청사를 나섰는데, 이날은 13시간 가까이 있었다.  검찰은 이틀간 명씨를 상대로 2021년 4‧7 서울시장 보궐선거 당시 오 시장 캠프와 접촉한 경위, 여론조사 결과를 전달했는지 여부 등을 물은 것으로 전해졌다.  검찰은 오 시장 측이 보궐선거 당시 명씨로부터 미공표 여론조사 13건을 제공받고, 그 대가로 3300만원을 후원자로 알려진 사업가 김한정씨에게 대납시킨 것으로 의심하고 있다.  명씨는 이날 “(검찰이) 어떤 내용에 대해 질문했느냐”는 취재진 물음엔 “수사 내용이라 말씀드리는 건 예의가 아니다”라고 했다.  다만 “본인(오 시장 측)들이 부인했던 것들에 대한 반박에 대한 증거 자료가 나온 걸 검찰에서 확인하지 않았겠느냐”며 “그 정도만 말씀드리겠다”고 했다.  명씨는 그간 검찰에 임의제출한 자신의 휴대전화에 오 시장과의 만남을 입증할 증거가 들어있다고 주장해 왔다. 오 시장과의 만남만 7차례라는 게 명씨 주장이다.  하지만 오 시장 측은 명씨가 만남 횟수나 상황 등에 관해 계속 말바꾸기를 해왔다는 입장이다. 이종현 서울시 민생소통특보는 이날 입장문을 내고 “명씨는 오 시장을 7번 만난 증거가 있다고까지 주장한다”며 “스토킹까지 만남 횟수로 치는 ‘명태균식 계산법’대로라면 곧 ‘십수 번 만난 증거가 있다’고 주장할지도 모르겠다”고 지적했다.  그러면서 “서울시는 근거 없는 망상성 주장으로 (명씨가) 시정 운영의 신뢰를 훼손하려는 시도를 수수방관하지 않을 것”이라고 했다.  검찰은 이날 명씨와 오 시장의 첫 만남을 주선한 것으로 알려진 김영선 전 국민의힘 의원도 전날에 이어 또 한 번 소환했지만, 명씨와 김 전 의원 간 대질조사는 없었던 것으로 전해졌다.  검찰은 조만간 이 의혹의 직접적 당사자로 여겨지는 오 시장을 소환할 방침인 것으로 알려졌다. 앞서 검찰은 후원자 김씨를 세 차례 불러 조사했고, 지난달엔 오 시장 집무실과 서울시장 공관 등을 압수 수색한 바 있다.",0
20250430,더팩트,"김문수·한동훈, 빅텐트·핵잠재력 `공감`…충돌 대신 정책(종합)","국힘 대선 경선 결승토론…金·韓 ""빅텐트, 제한 없어"" 핵 잠재력 확보·전략자산 순환배치도 한목소리      김문수·한동훈 국민의힘 대선 경선 후보가 마지막 토론에서 `반이재명` 빅텐트, 핵잠재력 확보 등을 두고 치열하게 의견을 나눴다. 다만 앞선 경선 토론과는 달리 서로 공격은 자제하면서 서로 비슷한 입장에 공감하고, 정책 토론을 지향하는 모습이었다.  김 후보와 한 후보는 30일 오후 서울 중구 TV조선 스튜디오에서 열린 국민의힘 대선 경선 결승 토론회에서 동일하게 한덕수 대통령 권한대행 국무총리와 단일화 가능성을 열어두겠다는 의사를 밝혔다.  김 후보는 ""국민들이 볼 때 합당한 방법으로 한덕수 대행이 출마한다면 반드시 단일화를 하고, 그 외 다른 후보도 반이재명 전선에서 이기기 위해서는 누구라도 단일화해야 한다""며 ""반이재명 전선 빅텐트를 칠 것""이라고 말했다.  이준석 개혁신당 후보에 대해서는 ""빅텐트에는 제한이 없다""며 ""이재명 민주당 일당 독재를 막아낼 수 있도록 모든 후보가 힘을 합쳐야 한다. 이 후보가 국민의힘에 플러스가 될 수 있다고 생각한다""는 입장을 밝혔다.  한 후보도 ""누구와도, 어떤 방식으로든 협력할 것""이라며 빅텐트에 힘을 실었다.  이 후보에 대해서도 ""누구도 (빅텐트에) 예외가 될 수는 없다""며 ""다만 보수 세력의 핵심은 국민의힘이고, 그렇게 될 것이라 생각한다""고 말했다.  양 후보는 `대선 승리를 위한 최고의 전략이 반이재명인가`라는 질문에도 모두 X 팻말을 들었다.  김 후보는 ""이재명 후보를 이기는 건 최소한의 기본적인 목표""라며 ""최고의 목표, 최고의 전략은 바로 우리 대한민국이 더욱 위대하게 발전하는 것""이라고 설명했다.  한 후보는 ""지금 우리가 승리하려면 이재명 극복이 필연적인 과정이지만 그것만 갖고 (국민께) 선택해달라고 할 순 없다""며 ""이재명을 막고 성공하는 중산층 시대를 열겠다는 비전을 드린다""고 제시했다.     김 후보와 한 후보는 외교·안보 분야 토론에서는 북한 핵 대응을 위한 핵 잠재력 확보 방안을 논의하는 데 대부분의 시간을 썼다.  김 후보는 전략자산의 순환 배치, 핵 잠재력 확보와 함께 미국 전술핵을 괌에 배치하는 방안을 내놨다. 그는 ""전술핵을 괌 정도에 배치하면서 북한이 핵을 감축하거나 없앨 때까지 운용하겠다는 공동성명을 내면 된다""며 ""또 (한미) 공동으로 핵추진잠수함을 만들고 전술핵을 탑재해 한반도 주변을 부정기적으로 순항하면서 핵균형을 맞춰야 한다""고 제시했다.  한 후보도 핵 잠재력 확보와 전략 자산의 순환배치에 공감한다는 입장을 밝혔다. 그는 ""전술핵을 지상에 고정배치하는 방식보다는 잠수함처럼 한 곳에 고정하지 않는 방식의 전략자산 순환배치는 고려할 만 하다""며 ""더 중요한 건 농축재 처리기술을 확보해 언제든, 몇 개월 안에 핵무기까지 가질 수 있는 단계까지 만들어 놓는게 핵 억제력이 가장 높다고 생각한다""고 강조했다.  이날 두 후보는 각자 청년 정책 `히든카드`를 선보이는 시간도 가졌다.  김 후보는 ""여성도 군에 갔다온 분들이 점점 늘어나고 있다""며 ""남녀를 불문하고 국가를 위해 청춘을 바친 군 복무자들에게 사회 여러 부분에서 가산점 주는게 국가를 위해서도 좋고, 부족한 군 병력을 확보하는 데도 좋고, 사회 정의에 맞다""고 제안했다.  한 후보는 ""정부가 (청년에게) 해줄 수 있는 정책은 마음이 아니라 돈이다. `스마트 청년복지계좌로 여러 혜택을 부여하겠다""며 ""또 오늘 해외 주식투자 양도세를 5000만원까지 면제하는 방안을 내놨다""고 소개했다.   발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.  ▶카카오톡: `더팩트제보` 검색 ▶이메일: jebo@tf.co.kr ▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",0
20250430,연합뉴스TV,화성 플라스틱 재활용 업체서 불…4시간 만에 완진,"오늘 (30일) 오후 5시 45분쯤 경기 화성시 장안면 플라스틱 재활용 업체에서 불이 나 4시간여 만에 꺼졌습니다.  화재 당시 건물 안에는 6명이 있었으나 스스로 대피해 다치지 않았고, 이 불로 폐기물 30~40톤가량이 탄 것으로 전해졌습니다.  소방 당국은 용접 중 불이 났다는 진술을 토대로 자세한 화재 경위를 조사할 방침입니다.  #화재 #플라스틱 #화성 #재활용  연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23",0
20250430,오마이뉴스,대구 함지산 산불에 1일 일부 학교 휴교령,"대구시교육청은 성북초등학교와 서변중학교, 동서변유치원과 청보리숲유치원에 대해 휴교령  지난 28일 발생한 대구 북구 함지산 산불의 주불이 잡힌 지 23시간 만에 재발화하면서 국가동원령이 발령된 가운데 대구시교육청이 일부 학교에 대해 5월 1일 휴교하도록 했다.  대구시교육청은 성북초등학교와 서변중학교, 동서변유치원과 청보리숲유치원에 대해 휴교령을 내리고 서변초유치원은 학교 자체 판단에 따라 재량휴업을 실시하도록 했다고 30일 밝혔다.  앞서 지난 29일 오후 7시 31분께 함지산 내 백련사 방면 7부 능선에서 산불이 다시 번지자 산림당국은 다음날인 이날 오전 진화 헬기와 인력 진화차 등을 동원해 진화작업을 벌였다.  하지만 오후 들어 순간 초속 5~10m의 강풍이 불면서 일부 구역에서 불길이 다시 살아나자 국가소방동원령을 발령하고 오후 5시 50분께 소방 대응 1단계 발령을 내렸다.  대구 북구청은 서변동 주민들에게 긴급 재난문자를 보내 동변중, 연경초, 팔달초, 북부초교로 대피해 줄 것을 당부했다.  대피령이 내려지자 인근 요양시설 5곳의 입소자 등 100여 명이 대피했고 인근 주민들도 동변중학교 150명을 비롯해 세 곳에 200여 명이 대피했다.  산림당국은 불이 주택 밀집 지역으로 확산하지 않도록 집중 진화를 벌이고 있다.",0
20250430,뉴시스,"제계만난 트럼프 주니어, 방한일정 마치고 출국",[서울=뉴시스] 홍효식 기자 = 도널드 트럼프 미국 대통령의 장남 트럼프 주니어가 30일 오후 인천국제공항 제1터미널을 통해 출국하고 있다.  트럼프 주니어는 정용진 신세계그룹 회장의 초청으로 지난 29일(어제) 방한해 1박 2일 일정으로 국내 주요 대기업 총수와 릴레이 면담을 가졌다. (공동취재) 2025.04.30. photo@newsis.com,0
20250430,JTBC,"김문수·한동훈 ""민주당 출신 인사들 `당명 변경` 요구, 부적절""","이낙연 전 국무총리가 속한 새미래민주당 측이 `빅텐트` 논의 조건으로 국민의힘에 당명 변경을 요구했다는 보도가 나온 가운데, 한동훈 국민의힘 대선 경선 후보가 ""대단히 부적절하다""고 비판했습니다.    한 후보는 오늘(30일) 대선 경선 결선토론에서 ""왜 민주당 출신, 문재인 정권 주요 인사가 지금 이 상황에서 `빅텐트`를 명분으로 국민의힘에 당명 변경까지 요구하는지 이해하기 어렵다""며 이같이 말했습니다.    앞서 새미래민주당 측이 반 이재명 연대 `빅텐트`를 구성하기 위한 논의의 전제 조건으로 국민의힘에 당명 교체를 요구했고, 국민의힘 지도부는 대선 후 교체가 가능하다는 입장이라는 언론 보도가 나왔습니다.    한 후보는 ""빅텐트든 확장이든 좋은데 기본은 지켜야 하는 것 아니냐""라며 ""문재인 정권에 있었던 분들한테 주도권을 다 넘겨주는 것까지 용인하겠다는 것은 아니지 않나""라고 비판했습니다.    그러면서 ""당 지도부가 정대철 대한민국 헌정회장에게 한덕수 대통령 권한대행 국무총리 출마를 설득해달라고 부탁했다는 얘기도 있었는데, 이것도 잘못됐다""며 ""우리가 나중에 이기기 위해 누구와도 함께 할 수는 있지만 적어도 중심은 국민의힘이어야 한다""고 강조했습니다.    한 후보는 토론에 앞서 자신의 SNS에도 ""도대체 무슨 일이 일어나고 있는 것인가. 당의 주인인 당원도 모르게 당원들의 자존심마저 내다 파는 것이 되어서는 안 된다""며 ""밀실에서 이런 일이 벌어진다면 가족들 몰래 집문서도 갖다 바칠 생각인가""라고 비판했습니다.    김문수 국민의힘 대선 경선 후보 역시 당명 변경 보도와 관련해 ""황당하게 생각한다""며 ""남의 당 당명을 고치라는 것은 다른 집 아이 보고 이름을 고치라고 하는 것과 같은, 해서는 안 될 말""이라고 비판했습니다.    그러면서 ""우리 당이 여러 가지로 많은 어려움이 있고 정치가 혼란하다고 하더라도 최소한 지켜야 할 것은 지켜야 한다""고 했습니다.    당 지도부가 정대철 회장에게 한 권한대행의 출마를 설득해달라고 했다는 것과 관련해서도 ""말이 안 되는 일""이라며 ""그런 식으로 우회적으로 얘기하는 것 자체가 정도도 아니고 옳지도 않다""고 지적했습니다.",0
20250430,뉴스1,"12시간 檢 조사 명태균 ""오세훈 폰에서 증거 많이 나와""(종합)","""의혹 관련된 증거 많이 나와…저는 조사 마무리"" `여론조사 비용 대납 의혹` 조만간 오세훈 소환할듯   (서울=뉴스1) 이밝음 기자 = 윤석열 대통령 부부의 공천개입 의혹과 불법 여론조사 의혹을 수사 중인 검찰이 30일 `정치 브로커` 명태균 씨와 김영선 전 국민의힘 의원을 이틀 연속 소환했다.  검찰이 명 씨와 김 전 의원을 상대로 만남 횟수와 여론조사 과정 등을 확인한 만큼 조만간 오세훈 시장을 소환할 것이란 전망이 나온다.  서울중앙지검 명태균 의혹 전담수사팀(팀장 이지형 차장검사)은 전날에 이어 이날도 서울고검으로 명 씨를 불러 약 12시간 30분가량 참고인 조사를 진행했다. 김 전 의원에 대한 조사는 오후 11시 30분까지도 진행 중이다.  명 씨는 이날 오후 10시 50분쯤 검찰 조사를 마치고 나와 기자들에게 ""오세훈 서울시장의 휴대전화에서 증거자료들이 다 나왔다""며 오 시장이 부인했던 것들에 대한, 반박에 대한 증거자료가 나온 걸 검찰에서 확인하지 않았겠나. 이 정도만 말씀드리겠다""고 주장했다.  명 씨는 ""의혹과 관련된 여러 증거가 많이 나왔고, 참고인 조사를 통해 증거자료들이 많이 나왔다""며 ""(오 시장 관련 조사는) 저는 마무리됐다""고 말했다.  오 시장과 중식당 회동 관련 보도에 대해선 ""옛날에 다 나왔던 것 아닌가""라고 답했다. 이날 언론에는 명 씨가 7차례 오 시장과 만난 날짜와 장소를 특정했다는 보도가 나왔다. 특히 명 씨는 2021년 1월 20일 오 시장과 중식당에서 만났을 당시 ""오 시장이 강철원 전 부시장에게 `여론조사를 알아보라`고 지시했다""고 검찰에 진술한 것으로 전해졌다.  명 씨는 김 전 의원과의 대질 조사를 묻는 말엔 ""김 전 의원도 성실하게 답변했기 때문에 큰 그건 없었다""며 ""수사 내용과 관련해서 안에 있는 걸 얘기하는 건 바람직하지 않다고 생각한다""고 했다.  윤석열 전 대통령과 김건희 여사 관련 내용 언급이 있었는지 묻자 ""그건 벌써 그 전에 다 진술했다""며 ""그쪽 부분 조사가 끝나고 맞춰보지 않겠나""라고 답했다.  명 씨는 ""제 기억에 남아있는 그대로 이야기했고 기억에 오류는 있을 수 있다. 4~5년이 지났으니까 오류가 있다면 노력해서 보완해서 이야기해야 되는 게 아닌가 싶다""고 말했다.  검찰은 2021년 4월 서울시장 보궐선거 당시 명 씨의 미래한국연구소가 13회에 걸쳐 오 시장 관련 미공표 여론조사를 진행했고, 오 시장의 후원자로 알려진 사업가 김한정 씨로부터 여론조사 비용 3300만 원을 받았다는 의혹을 수사하고 있다.  명 씨는 김 씨와의 3자 회동을 포함해 오 시장과 최소 7차례 만났고, 오 시장의 부탁을 받아 유리한 여론조사를 설계하고 원본 데이터를 제공했다고 주장해 왔다.   반면 오 시장은 김 전 의원 소개로 명 씨를 두 차례 만난 뒤 추가 만남은 없었다고 반박하고 있다.  서울시는 이날도 입장문을 내고 ""민주당과 접촉 이후 명태균의 입에서 `오세훈이 김영선에 SH공사 사장자리 약속`, `오세훈이 전화해 김한정에 돈 빌리러 간다 했다`, `아파트 약속` 등의 주장이 나오는 것은 정치적 배경을 의심하기에 충분한 정황""이라며 ""명태균의 행태는 정치적 거래를 통해 자신의 범죄 혐의를 경감받고 정치적 보호를 얻으려는 계산된 행동""이라고 비판했다.",0
